id,category,price,backers
44,sport,40.0,10
44,sport,60.0,12
44,sport,100.0,7
44,sport,200.0,5
44,sport,500.0,2
44,sport,1000.0,0
45,sport,25.0,5
45,sport,50.0,9
45,sport,200.0,2
45,sport,250.0,3
45,sport,550.0,1
45,sport,1000.0,0
46,sport,40.0,34
46,sport,5.0,36
46,sport,10.0,52
46,sport,20.0,30
46,sport,30.0,9
46,sport,60.0,6
46,sport,60.0,5
46,sport,100.0,3
46,sport,150.0,0
46,sport,200.0,0
46,sport,500.0,0
47,sport,75.0,11
47,sport,5.0,10
47,sport,15.0,25
47,sport,40.0,13
47,sport,175.0,5
47,sport,250.0,7
47,sport,800.0,3
47,sport,1500.0,0
48,sport,10.0,28
48,sport,15.0,10
48,sport,20.0,19
48,sport,30.0,21
48,sport,50.0,33
48,sport,70.0,2
48,sport,100.0,11
48,sport,200.0,4
48,sport,400.0,2
48,sport,500.0,4
48,sport,1000.0,1
48,sport,1500.0,0
48,sport,2000.0,2
48,sport,10000.0,0
49,sport,100.0,12
49,sport,5.0,14
49,sport,10.0,37
49,sport,30.0,23
49,sport,60.0,5
49,sport,70.0,1
49,sport,150.0,0
49,sport,500.0,2
50,sport,10.0,5
50,sport,30.0,4
50,sport,50.0,7
50,sport,100.0,3
51,sport,20.0,4
52,sport,100.0,84
52,sport,15.0,12
52,sport,15.0,6
52,sport,20.0,8
52,sport,25.0,8
52,sport,40.0,18
52,sport,45.0,22
52,sport,50.0,42
52,sport,60.0,28
52,sport,60.0,17
52,sport,90.0,3
52,sport,500.0,0
52,sport,1000.0,0
52,sport,2000.0,0
53,sport,50.0,8
53,sport,10.0,3
53,sport,20.0,22
53,sport,35.0,1
53,sport,35.0,0
53,sport,60.0,2
53,sport,100.0,8
53,sport,100.0,12
53,sport,250.0,11
54,sport,49.0,118
54,sport,10.0,48
54,sport,15.0,11
54,sport,25.0,70
54,sport,50.0,12
54,sport,55.0,34
55,sport,100.0,4
55,sport,5.0,1
55,sport,15.0,5
55,sport,50.0,0
55,sport,130.0,0
55,sport,200.0,0
55,sport,300.0,1
55,sport,500.0,0
56,sport,10.0,39
56,sport,35.0,7
56,sport,35.0,4
56,sport,80.0,12
56,sport,120.0,1
56,sport,500.0,3
57,sport,20.0,195
57,sport,25.0,42
57,sport,40.0,6
57,sport,60.0,2
57,sport,100.0,8
58,sport,20.0,12
58,sport,10.0,12
58,sport,30.0,2
58,sport,50.0,13
58,sport,100.0,6
58,sport,150.0,0
58,sport,200.0,0
58,sport,300.0,0
58,sport,400.0,0
58,sport,500.0,1
58,sport,1000.0,0
59,sport,170.0,16
59,sport,15.0,20
59,sport,30.0,17
59,sport,50.0,1
59,sport,50.0,24
59,sport,100.0,0
59,sport,100.0,9
59,sport,150.0,0
59,sport,550.0,4
60,sport,10.0,11
60,sport,25.0,37
60,sport,120.0,22
60,sport,500.0,3
60,sport,1000.0,1
61,sport,5.0,7
61,sport,15.0,25
61,sport,30.0,5
61,sport,40.0,0
61,sport,45.0,13
61,sport,50.0,1
61,sport,55.0,8
61,sport,70.0,0
61,sport,80.0,0
61,sport,350.0,0
61,sport,500.0,0
62,sport,35.0,47
62,sport,25.0,50
62,sport,50.0,8
62,sport,70.0,2
62,sport,75.0,3
62,sport,100.0,3
62,sport,155.0,2
62,sport,375.0,1
62,sport,870.0,0
62,sport,1500.0,0
63,sport,5.0,1
63,sport,10.0,13
